"Story","Title","Result","Date","Stability","Duration (s)"
"Eliminar productos del carrito","Eliminar productos del carrito","SUCCESS","2023-09-01T23:24:44.699-05:00[America/Bogota]","0.0","9.13"
"Login demoblaze","Realizar login demoblaze","SUCCESS","2023-09-01T23:24:54.757-05:00[America/Bogota]","0.0","7.68"
"Registro demoblaze","Realizar compra demoblaze","SUCCESS","2023-09-01T23:25:15.384-05:00[America/Bogota]","0.0","8.65"
